"ID","Position","Depth","Frequency"
"sample18",227,48,0
"sample18",228,48,0
"sample18",229,48,0
"sample18",230,48,0
"sample18",231,48,0
"sample18",232,48,0
"sample18",233,48,0
"sample18",234,48,0
"sample18",235,48,0
"sample18",236,48,0
"sample18",237,50,0
"sample18",238,55,0
"sample18",239,60,0
"sample18",240,60,0
"sample18",241,61,0
"sample18",242,61,0
"sample18",243,61,0
"sample18",244,90,0
"sample18",245,92,0
"sample18",246,92,0
"sample18",247,92,0
"sample18",248,90,0
"sample18",249,94,0
"sample18",250,97,0
"sample18",251,104,0
"sample18",252,104,0
"sample18",253,106,0
"sample18",254,106,0
"sample18",255,106,0
"sample18",256,109,0
"sample18",257,111,0
"sample18",258,117,0
"sample18",259,119,0
"sample18",260,119,0
"sample18",261,119,0
"sample18",262,119,0
"sample18",263,119,0
"sample18",264,118,0
"sample18",265,118,0
"sample18",266,112,0
"sample18",267,110,0
"sample18",268,110,0
"sample18",269,111,0
"sample18",270,100,0
"sample18",271,103,0
"sample18",272,100,0
"sample18",273,100,0
"sample18",274,100,0
"sample18",275,104,0
"sample18",276,107,0
"sample18",277,108,0
"sample18",278,108,0
"sample18",279,110,0
"sample18",280,109,0
"sample18",281,109,0
"sample18",282,109,0
"sample18",283,112,0
"sample18",284,115,0
"sample18",285,120,0
"sample18",286,111,0
"sample18",287,119,0
"sample18",288,125,0
"sample18",289,128,0
"sample18",290,130,0
"sample18",291,130,0
"sample18",292,130,0
"sample18",293,130,0
"sample18",294,132,0
"sample18",295,134,0
"sample18",296,134,0
"sample18",297,134,0
"sample18",298,136,0
"sample18",299,136,0
"sample18",300,138,0
"sample18",301,138,0
"sample18",302,145,0
"sample18",303,151,0
"sample18",304,151,0
"sample18",305,156,0
"sample18",306,156,0
"sample18",307,156,0
"sample18",308,156,0
"sample18",309,156,0
"sample18",310,170,0
"sample18",311,174,0
"sample18",312,174,0
"sample18",313,173,0
"sample18",314,170,0
"sample18",315,193,0
"sample18",316,213,0
"sample18",317,213,0
"sample18",318,216,0
"sample18",319,187,0
"sample18",320,182,0
"sample18",321,182,0
"sample18",322,183,0
"sample18",323,183,0
"sample18",324,182,0
"sample18",325,179,0
"sample18",326,172,0
"sample18",327,172,0
"sample18",328,170,0
"sample18",329,170,0
"sample18",330,170,0
"sample18",331,167,0
"sample18",332,168,0
"sample18",333,162,0
"sample18",334,160,0
"sample18",335,160,0
"sample18",336,160,0
"sample18",337,159,0
"sample18",338,159,0
"sample18",339,159,0
"sample18",340,159,0
"sample18",341,160,0
"sample18",342,160,0
"sample18",343,161,0
"sample18",344,158,0
"sample18",345,158,0
"sample18",346,158,0
"sample18",347,158,0
"sample18",348,158,0
"sample18",349,158,0
"sample18",350,152,0
"sample18",351,149,0
"sample18",352,149,0
"sample18",353,149,0
"sample18",354,147,0
"sample18",355,147,0
"sample18",356,150,0
"sample18",357,152,0
"sample18",358,149,0
"sample18",359,146,0
"sample18",360,141,0
"sample18",361,141,0
"sample18",362,133,0
"sample18",363,127,0
"sample18",364,124,0
"sample18",365,122,0
"sample18",366,122,0
"sample18",367,122,0
"sample18",368,122,0
"sample18",369,120,0
"sample18",370,118,0
"sample18",371,117,0
"sample18",372,117,0
"sample18",373,115,0
"sample18",374,118,0
"sample18",375,115,0
"sample18",376,120,0
"sample18",377,112,0
"sample18",378,108,0
"sample18",379,112,0
"sample18",380,109,0
"sample18",381,114,0
"sample18",382,114,0
"sample18",383,114,0
"sample18",384,115,0
"sample18",385,101,0
"sample18",386,105,0
"sample18",387,103,0
"sample18",388,99,0
"sample18",389,97,0
"sample18",390,74,0
"sample18",391,53,0
"sample18",392,53,0
"sample18",393,50,0
"sample18",394,50,0
"sample18",395,52,0
"sample18",396,52,0
"sample18",397,52,0
"sample18",398,52,0
"sample18",399,49,0
"sample18",400,58,0
"sample18",401,61,0
"sample18",402,64,0
"sample18",403,69,0
"sample18",404,72,0
"sample18",405,72,0
"sample18",406,75,0
"sample18",407,72,0
"sample18",408,72,0
"sample18",409,74,0
"sample18",410,82,0
"sample18",411,82,0
"sample18",412,83,0
"sample18",413,84,0
"sample18",414,86,0
"sample18",415,87,0
"sample18",416,91,0
"sample18",417,91,0
"sample18",418,90,0
"sample18",419,90,0
"sample18",420,90,0
"sample18",421,88,0
"sample18",422,90,0
"sample18",423,101,0
"sample18",424,101,0
"sample18",425,100,0
"sample18",426,109,0
"sample18",427,112,0
"sample18",428,112,0
"sample18",429,115,0
"sample18",430,119,0
"sample18",431,116,0
"sample18",432,114,0
"sample18",433,118,0
"sample18",434,118,0
"sample18",435,123,0
"sample18",436,123,0
"sample18",437,127,0
"sample18",438,127,0
"sample18",439,127,0
"sample18",440,130,0
"sample18",441,130,0
"sample18",442,133,0
"sample18",443,133,0
"sample18",444,133,0
"sample18",445,136,0
"sample18",446,136,0
"sample18",447,136,0
"sample18",448,136,0
"sample18",449,133,0
"sample18",450,133,0
"sample18",451,132,0
"sample18",452,132,0
"sample18",453,130,0
"sample18",454,130,0
"sample18",455,130,0
"sample18",456,127,0
"sample18",457,127,0
"sample18",458,130,0
"sample18",459,129,0
"sample18",460,129,0
"sample18",461,121,0
"sample18",462,121,0
"sample18",463,121,0
"sample18",464,123,0
"sample18",465,123,0
"sample18",466,125,0
"sample18",467,125,0
"sample18",468,126,0
"sample18",469,126,0
"sample18",470,132,0
"sample18",471,132,0
"sample18",472,135,0
"sample18",473,135,0
"sample18",474,137,0
"sample18",475,128,0
"sample18",476,125,0
"sample18",477,122,0
"sample18",478,118,0
"sample18",479,117,0
"sample18",480,117,0
"sample18",481,114,0
"sample18",482,119,0
"sample18",483,119,0
"sample18",484,124,0
"sample18",485,118,0
"sample18",486,121,0
"sample18",487,120,0
"sample18",488,119,0
"sample18",489,126,0
"sample18",490,130,0
"sample18",491,125,0
"sample18",492,125,0
"sample18",493,131,0
"sample18",494,133,0
"sample18",495,133,0
"sample18",496,135,0
"sample18",497,133,0
"sample18",498,122,0
"sample18",499,122,0
"sample18",500,135,0
"sample18",501,131,0
"sample18",502,128,0
"sample18",503,128,0
"sample18",504,125,0
"sample18",505,121,0
"sample18",506,121,0
"sample18",507,121,0
"sample18",508,117,0
"sample18",509,117,0
"sample18",510,112,0
"sample18",511,112,0
"sample18",512,108,0
"sample18",513,108,0
"sample18",514,108,0
"sample18",515,105,0
"sample18",516,106,0
"sample18",517,105,0
"sample18",518,105,0
"sample18",519,105,0
"sample18",520,102,0
"sample18",521,102,0
"sample18",522,102,0
"sample18",523,102,0
"sample18",524,108,0
"sample18",525,110,0
"sample18",526,109,0
"sample18",527,109,0
"sample18",528,109,0
"sample18",529,106,0
"sample18",530,104,0
"sample18",531,102,0
"sample18",532,102,0
"sample18",533,99,0
"sample18",534,99,0
"sample18",535,99,0
"sample18",536,99,0
"sample18",537,99,0
"sample18",538,99,0
"sample18",539,97,0
"sample18",540,97,0
"sample18",541,99,0
"sample18",542,111,0
"sample18",543,111,0
"sample18",544,111,0
"sample18",545,111,0
"sample18",546,117,0
"sample18",547,118,0
"sample18",548,118,0
"sample18",549,118,0
"sample18",550,118,0
"sample18",551,118,0
"sample18",552,118,0
"sample18",553,124,0
"sample18",554,122,0
"sample18",555,126,0
"sample18",556,126,0
"sample18",557,121,0
"sample18",558,122,0
"sample18",559,118,0
"sample18",560,119,0
"sample18",561,120,0
"sample18",562,120,0
"sample18",563,120,0
"sample18",564,111,0
"sample18",565,106,0
"sample18",566,106,0
"sample18",567,108,0
"sample18",568,102,0
"sample18",569,106,0
"sample18",570,108,0
"sample18",571,106,0
"sample18",572,108,0
"sample18",573,109,0
"sample18",574,120,0
"sample18",575,110,0
"sample18",576,105,0
"sample18",577,107,0
"sample18",578,107,0
"sample18",579,111,0
"sample18",580,117,0
"sample18",581,117,0
"sample18",582,117,0
"sample18",583,118,0
"sample18",584,119,0
"sample18",585,123,0
"sample18",586,123,0
"sample18",587,123,0
"sample18",588,133,0
"sample18",589,144,0
"sample18",590,146,0
"sample18",591,145,0
"sample18",592,164,0
"sample18",593,165,0
"sample18",594,165,0
"sample18",595,166,0
"sample18",596,166,0
"sample18",597,166,0
"sample18",598,166,0
"sample18",599,160,0
"sample18",600,158,0
"sample18",601,157,0
"sample18",602,157,0
"sample18",603,157,0
"sample18",604,156,0
"sample18",605,156,0
"sample18",606,156,0
"sample18",607,156,0
"sample18",608,156,0
"sample18",609,156,0
"sample18",610,156,0
"sample18",611,159,0
"sample18",612,159,0
"sample18",613,159,0
"sample18",614,159,0
"sample18",615,159,0
"sample18",616,155,0
"sample18",617,143,0
"sample18",618,140,0
"sample18",619,143,0
"sample18",620,139,0
"sample18",621,136,0
"sample18",622,131,0
"sample18",623,131,0
"sample18",624,129,0
"sample18",625,129,0
"sample18",626,129,0
"sample18",627,131,0
"sample18",628,124,0
"sample18",629,124,0
"sample18",630,120,0
"sample18",631,120,0
"sample18",632,122,0
"sample18",633,123,0
"sample18",634,125,0
"sample18",635,141,0
"sample18",636,147,0.065217
"sample18",637,171,0
"sample18",638,171,0
"sample18",639,177,0
"sample18",640,187,0
"sample18",641,187,0
"sample18",642,186,0
"sample18",643,189,0
"sample18",644,183,0
"sample18",645,183,0
"sample18",646,188,0
"sample18",647,187,0
"sample18",648,199,0
"sample18",649,188,0
"sample18",650,184,0
"sample18",651,185,0
"sample18",652,185,0
"sample18",653,199,0
"sample18",654,213,0
"sample18",655,207,0
"sample18",656,209,0
"sample18",657,209,0
"sample18",658,208,0
"sample18",659,214,0
"sample18",660,230,0
"sample18",661,262,0
"sample18",662,278,0
"sample18",663,277,0
"sample18",664,288,0
"sample18",665,292,0
"sample18",666,296,0
"sample18",667,290,0
"sample18",668,292,0
"sample18",669,294,0
"sample18",670,336,0
"sample18",671,346,0
"sample18",672,351,0
"sample18",673,367,0
"sample18",674,372,0
"sample18",675,376,0
"sample18",676,376,0
"sample18",677,376,0
"sample18",678,379,0
"sample18",679,379,0
"sample18",680,380,0
"sample18",681,383,0
"sample18",682,383,0
"sample18",683,383,0
"sample18",684,383,0
"sample18",685,383,0
"sample18",686,380,0
"sample18",687,382,0
"sample18",688,382,0
"sample18",689,382,0
"sample18",690,383,0
"sample18",691,383,0
"sample18",692,383,0
"sample18",693,383,0
"sample18",694,383,0
"sample18",695,380,0
"sample18",696,379,0
"sample18",697,379,0
"sample18",698,384,0
"sample18",699,384,0
"sample18",700,384,0
"sample18",701,384,0
"sample18",702,385,0
"sample18",703,385,0
"sample18",704,385,0
"sample18",705,385,0
"sample18",706,389,0
"sample18",707,396,0
"sample18",708,394,0
"sample18",709,392,0
"sample18",710,374,0
"sample18",711,365,0
"sample18",712,354,0
"sample18",713,355,0
"sample18",714,352,0
"sample18",715,359,0
"sample18",716,423,0
"sample18",717,474,0
"sample18",718,482,0
"sample18",719,484,0
"sample18",720,505,0
"sample18",721,510,0
"sample18",722,510,0
"sample18",723,505,0
"sample18",724,512,0
"sample18",725,512,0
"sample18",726,514,0
"sample18",727,519,0
"sample18",728,507,0
"sample18",729,494,0
"sample18",730,498,0
"sample18",731,496,0
"sample18",732,497,0
"sample18",733,504,0
"sample18",734,522,0
"sample18",735,511,0
"sample18",736,498,0
"sample18",737,484,0
"sample18",738,478,0
"sample18",739,459,0
"sample18",740,458,0
"sample18",741,461,0
"sample18",742,471,0
"sample18",743,503,0
"sample18",744,557,0
"sample18",745,532,0
"sample18",746,536,0
"sample18",747,543,0
"sample18",748,533,0
"sample18",749,567,0
"sample18",750,567,0
"sample18",751,617,0
"sample18",752,628,0
"sample18",753,640,0
"sample18",754,648,0
"sample18",755,652,0
"sample18",756,666,0
"sample18",757,710,0
"sample18",758,748,0
"sample18",759,763,0
"sample18",760,767,0
"sample18",761,775,0
"sample18",762,773,0
"sample18",763,779,0
"sample18",764,779,0
"sample18",765,779,0
"sample18",766,779,0
"sample18",767,783,0
"sample18",768,790,0
"sample18",769,801,0
"sample18",770,811,0
"sample18",771,818,0
"sample18",772,835,0
"sample18",773,854,0
"sample18",774,863,0
"sample18",775,864,0
"sample18",776,905,0
"sample18",777,906,0
"sample18",778,929,0
"sample18",779,936,0
"sample18",780,948,0
"sample18",781,986,0
"sample18",782,981,0
"sample18",783,997,0
"sample18",784,996,0
"sample18",785,998,0
"sample18",786,997,0
"sample18",787,1002,0
"sample18",788,1002,0
"sample18",789,1011,0
"sample18",790,996,0
"sample18",791,952,0
"sample18",792,922,0
"sample18",793,916,0
"sample18",794,923,0
"sample18",795,905,0
"sample18",796,897,0
"sample18",797,996,0
"sample18",798,1003,0
"sample18",799,996,0
"sample18",800,1007,0
"sample18",801,1004,0
"sample18",802,997,0
"sample18",803,1003,0
"sample18",804,1004,0
"sample18",805,1010,0
"sample18",806,1014,0
"sample18",807,1013,0
"sample18",808,1009,0
"sample18",809,989,0
"sample18",810,989,0
"sample18",811,971,0
"sample18",812,976,0
"sample18",813,980,0
"sample18",814,984,0
"sample18",815,994,0
"sample18",816,989,0
"sample18",817,965,0
"sample18",818,937,0
"sample18",819,884,0
"sample18",820,870,0
"sample18",821,857,0
"sample18",822,846,0
"sample18",823,842,0
"sample18",824,810,0
"sample18",825,806,0
"sample18",826,758,0
"sample18",827,749,0
"sample18",828,742,0
"sample18",829,767,0
"sample18",830,766,0
"sample18",831,755,0
"sample18",832,715,0
"sample18",833,682,0
"sample18",834,674,0
"sample18",835,675,0
"sample18",836,669,0
"sample18",837,674,0
"sample18",838,668,0
"sample18",839,673,0
"sample18",840,682,0
"sample18",841,686,0
"sample18",842,700,0
"sample18",843,715,0
"sample18",844,720,0
"sample18",845,711,0
"sample18",846,704,0
"sample18",847,697,0
"sample18",848,680,0
"sample18",849,673,0
"sample18",850,713,0
"sample18",851,804,0
"sample18",852,812,0
"sample18",853,801,0
"sample18",854,796,0
"sample18",855,797,0
"sample18",856,757,0
"sample18",857,753,0
"sample18",858,737,0
"sample18",859,735,0
"sample18",860,734,0
"sample18",861,746,0
"sample18",862,728,0
"sample18",863,773,0
"sample18",864,770,0
"sample18",865,779,0
"sample18",866,765,0
"sample18",867,748,0
"sample18",868,744,0
"sample18",869,735,0
"sample18",870,731,0
"sample18",871,729,0.029371
"sample18",872,628,0
"sample18",873,614,0
"sample18",874,616,0
"sample18",875,605,0
"sample18",876,608,0
"sample18",877,607,0
"sample18",878,600,0
"sample18",879,594,0
"sample18",880,587,0
"sample18",881,583,0
"sample18",882,586,0
"sample18",883,583,0
"sample18",884,581,0
"sample18",885,579,0
"sample18",886,584,0
"sample18",887,585,0
"sample18",888,581,0
"sample18",889,593,0
"sample18",890,579,0
"sample18",891,579,0
"sample18",892,592,0
"sample18",893,591,0
"sample18",894,589,0
"sample18",895,596,0
"sample18",896,594,0
"sample18",897,594,0
"sample18",898,609,0
"sample18",899,606,0
"sample18",900,606,0
"sample18",901,608,0
"sample18",902,611,0
"sample18",903,626,0
"sample18",904,600,0
"sample18",905,609,0
"sample18",906,639,0
"sample18",907,645,0
"sample18",908,642,0
"sample18",909,635,0
"sample18",910,653,0
"sample18",911,657,0
"sample18",912,664,0
"sample18",913,670,0
"sample18",914,687,0
"sample18",915,681,0
"sample18",916,677,0
"sample18",917,659,0
"sample18",918,637,0
"sample18",919,619,0
"sample18",920,618,0
"sample18",921,626,0
"sample18",922,618,0
"sample18",923,610,0
"sample18",924,608,0
"sample18",925,575,0
"sample18",926,450,0
"sample18",927,443,0
"sample18",928,431,0
"sample18",929,429,0
"sample18",930,416,0
"sample18",931,414,0
"sample18",932,421,0
"sample18",933,421,0
"sample18",934,420,0
"sample18",935,419,0
"sample18",936,410,0
"sample18",937,427,0
"sample18",938,387,0
"sample18",939,388,0
"sample18",940,378,0
"sample18",941,379,0
"sample18",942,380,0
"sample18",943,387,0
"sample18",944,414,0
"sample18",945,422,0
"sample18",946,429,0
"sample18",947,433,0
"sample18",948,434,0
"sample18",949,432,0
"sample18",950,433,0
"sample18",951,429,0
"sample18",952,437,0
"sample18",953,453,0
"sample18",954,455,0
"sample18",955,459,0
"sample18",956,469,0
"sample18",957,470,0
"sample18",958,477,0
"sample18",959,487,0
"sample18",960,488,0
"sample18",961,495,0
"sample18",962,495,0
"sample18",963,496,0
"sample18",964,477,0
"sample18",965,476,0
"sample18",966,489,0
"sample18",967,479,0
"sample18",968,483,0
"sample18",969,488,0
"sample18",970,495,0
"sample18",971,495,0
"sample18",972,500,0
"sample18",973,487,0
"sample18",974,487,0
"sample18",975,488,0
"sample18",976,485,0
"sample18",977,483,0
"sample18",978,465,0
"sample18",979,461,0
"sample18",980,459,0
"sample18",981,423,0
"sample18",982,416,0
"sample18",983,416,0
"sample18",984,458,0
"sample18",985,439,0
"sample18",986,436,0
"sample18",987,429,0
"sample18",988,423,0
"sample18",989,402,0
"sample18",990,406,0
"sample18",991,416,0
"sample18",992,420,0
"sample18",993,454,0
"sample18",994,458,0
"sample18",995,541,0
"sample18",996,536,0
"sample18",997,534,0
"sample18",998,534,0
"sample18",999,534,0
"sample18",1000,529,0
"sample18",1001,522,0
"sample18",1002,517,0
"sample18",1003,518,0
"sample18",1004,518,0
"sample18",1005,518,0
"sample18",1006,519,0
"sample18",1007,517,0
"sample18",1008,517,0
"sample18",1009,517,0
"sample18",1010,517,0
"sample18",1011,518,0
"sample18",1012,501,0
"sample18",1013,493,0
"sample18",1014,487,0
"sample18",1015,486,0
"sample18",1016,482,0
"sample18",1017,478,0
"sample18",1018,469,0
"sample18",1019,444,0
"sample18",1020,435,0
"sample18",1021,430,0
"sample18",1022,426,0
"sample18",1023,424,0
"sample18",1024,424,0
"sample18",1025,424,0
"sample18",1026,424,0
"sample18",1027,420,0
"sample18",1028,407,0
"sample18",1029,407,0
"sample18",1030,404,0
"sample18",1031,394,0
"sample18",1032,396,0
"sample18",1033,393,0
"sample18",1034,391,0
"sample18",1035,390,0
"sample18",1036,382,0
"sample18",1037,377,0
"sample18",1038,378,0
"sample18",1039,377,0
"sample18",1040,377,0
"sample18",1041,370,0
"sample18",1042,373,0
"sample18",1043,371,0
"sample18",1044,371,0
"sample18",1045,358,0
"sample18",1046,369,0
"sample18",1047,380,0
"sample18",1048,390,0
"sample18",1049,389,0
"sample18",1050,397,0
"sample18",1051,396,0
"sample18",1052,403,0
"sample18",1053,400,0
"sample18",1054,402,0
"sample18",1055,397,0
"sample18",1056,409,0
"sample18",1057,418,0
"sample18",1058,462,0
"sample18",1059,466,0
"sample18",1060,471,0
"sample18",1061,472,0
"sample18",1062,473,0
"sample18",1063,479,0
"sample18",1064,481,0
"sample18",1065,487,0
"sample18",1066,498,0
"sample18",1067,510,0
"sample18",1068,485,0
"sample18",1069,495,0
"sample18",1070,414,0
"sample18",1071,410,0
"sample18",1072,416,0
"sample18",1073,433,0
"sample18",1074,442,0
"sample18",1075,440,0
"sample18",1076,442,0
"sample18",1077,442,0
"sample18",1078,443,0
"sample18",1079,445,0
"sample18",1080,461,0
"sample18",1081,460,0
"sample18",1082,460,0
"sample18",1083,460,0
"sample18",1084,460,0
"sample18",1085,462,0
"sample18",1086,461,0
"sample18",1087,481,0
"sample18",1088,481,0
"sample18",1089,483,0
"sample18",1090,483,0
"sample18",1091,484,0
"sample18",1092,488,0
"sample18",1093,486,0
"sample18",1094,484,0
"sample18",1095,491,0
"sample18",1096,493,0
"sample18",1097,493,0
"sample18",1098,496,0
"sample18",1099,502,0
"sample18",1100,501,0
"sample18",1101,515,0
"sample18",1102,515,0
"sample18",1103,511,0
"sample18",1104,513,0
"sample18",1105,516,0
"sample18",1106,519,0
"sample18",1107,511,0
"sample18",1108,508,0
"sample18",1109,507,0
"sample18",1110,500,0
"sample18",1111,497,0
"sample18",1112,497,0
"sample18",1113,498,0
"sample18",1114,503,0
"sample18",1115,505,0
"sample18",1116,500,0
"sample18",1117,496,0
"sample18",1118,488,0
"sample18",1119,483,0
"sample18",1120,479,0
"sample18",1121,469,0
"sample18",1122,457,0
"sample18",1123,444,0
"sample18",1124,446,0
"sample18",1125,437,0
"sample18",1126,438,0
"sample18",1127,428,0
"sample18",1128,430,0
"sample18",1129,429,0
"sample18",1130,446,0
"sample18",1131,450,0
"sample18",1132,453,0
"sample18",1133,415,0
"sample18",1134,367,0
"sample18",1135,359,0
"sample18",1136,354,0
"sample18",1137,350,0
"sample18",1138,347,0
"sample18",1139,344,0
"sample18",1140,336,0
"sample18",1141,318,0
"sample18",1142,321,0
"sample18",1143,321,0
"sample18",1144,316,0
"sample18",1145,326,0
"sample18",1146,325,0
"sample18",1147,319,0
"sample18",1148,302,0
"sample18",1149,299,0
"sample18",1150,299,0
"sample18",1151,298,0
"sample18",1152,303,0
"sample18",1153,304,0
"sample18",1154,311,0
"sample18",1155,297,0
"sample18",1156,301,0
"sample18",1157,303,0
"sample18",1158,303,0
"sample18",1159,328,0
"sample18",1160,329,0
"sample18",1161,326,0
"sample18",1162,306,0
"sample18",1163,306,0
"sample18",1164,306,0
"sample18",1165,307,0
"sample18",1166,304,0
"sample18",1167,300,0
"sample18",1168,301,0
"sample18",1169,301,0
"sample18",1170,296,0
"sample18",1171,297,0
"sample18",1172,300,0
"sample18",1173,309,0
"sample18",1174,307,0
"sample18",1175,313,0
"sample18",1176,303,0
"sample18",1177,309,0
"sample18",1178,318,0
"sample18",1179,329,0
"sample18",1180,321,0
"sample18",1181,328,0
"sample18",1182,331,0
"sample18",1183,338,0
"sample18",1184,333,0
"sample18",1185,333,0
"sample18",1186,332,0
"sample18",1187,332,0
"sample18",1188,334,0
"sample18",1189,330,0
"sample18",1190,339,0
"sample18",1191,337,0
"sample18",1192,341,0
"sample18",1193,341,0
"sample18",1194,343,0
"sample18",1195,350,0
"sample18",1196,348,0
"sample18",1197,343,0
"sample18",1198,345,0
"sample18",1199,341,0
"sample18",1200,341,0
"sample18",1201,348,0
"sample18",1202,349,0
"sample18",1203,346,0
"sample18",1204,344,0
"sample18",1205,323,0
"sample18",1206,307,0
"sample18",1207,291,0
"sample18",1208,287,0
"sample18",1209,287,0
"sample18",1210,286,0
"sample18",1211,286,0
"sample18",1212,286,0
"sample18",1213,283,0
"sample18",1214,283,0
"sample18",1215,279,0
"sample18",1216,274,0
"sample18",1217,265,0
"sample18",1218,256,0
"sample18",1219,246,0
"sample18",1220,234,0
"sample18",1221,237,0
"sample18",1222,238,0
"sample18",1223,238,0
"sample18",1224,233,0
"sample18",1225,233,0
"sample18",1226,234,0
"sample18",1227,229,0
"sample18",1228,226,0
"sample18",1229,222,0
"sample18",1230,220,0
"sample18",1231,215,0
"sample18",1232,216,0
"sample18",1233,263,0
"sample18",1234,244,0
"sample18",1235,243,0
"sample18",1236,267,0
"sample18",1237,304,0
"sample18",1238,310,0
"sample18",1239,310,0
"sample18",1240,310,0
"sample18",1241,311,0
"sample18",1242,317,0
"sample18",1243,321,0
"sample18",1244,393,0
"sample18",1245,391,0
